Name,Comment,Tag
সাইফুল ই,"মালের কোয়ালিটি ভালো, নিলে নিতে পারেন, আমার অনেক পছন্দ হয়েছে। দারাজ এবং সেলার কে অসংখ্য ধন্যবাদ।",Positive
MD.Salam.Khan,দুইটা অর্ডার করছিলাম ঠিক যেমনটা চাইছিলাম তেমনটাই পাইছি বাট কাপড়টা একটু পাতলা এই রেটে এর চাইতে ভালো আর আশা করা যায় না সব মিলিয়ে আলহামদুলিল্লাহ চাইলে আপনারও নিতে পারেন,Positive
Anjon,"গেঞ্জির  কাপড় তেমন ভালো মনে হলো না আমার কাছে , কারন আমার মনে হচ্ছে এই গেঞ্জি  ধুইলে এর থেকে তুলা  বের হয়ে যাবে",Negative
Raf S.,গেঞ্জি টা অনেক সুন্দর হয়েছে। যেরকমটা চেয়েছিলাম সেরকমটাই পেয়েছি । আপনারা সকলেই নিতে পারেন গেঞ্জিটা গরমের মধ্যে পড়লে খুব ভালো লাগবে।ধন্যবাদ দরাজ।,Positive
prince B.,"অত্যন্ত দুঃখের সঙ্গে জানাচ্ছি যে, ছবির সঙ্গে পণ্যের কোন মিল পাইনি, ",Negative
Manzur K,কাপড় ভালো । এই টাকায় এর চেয়ে ভালো পাওয়া অসম্ভব। আমাকে দারুণ মানিয়েছে।,Positive
সাইফুল,"দাম অনুযায়ী গেঞ্জি  অনেক ভালো আছে, নিলে নিতে পারেন, আমার কাছে ভালো লেগেছে, অসংখ্য ধন্যবাদ সেলার এবং দারাজ কে।",Positive
kawsar,সেলাই এর ফিনিশিংটায় একটু সমস্যা আছে। তবে খারাপ না। আর পাতলা হলেও পরে ভালোই গরম লাগে। শীতের জন্য নিয়েছিলাম। ইনশাআল্লাহ ভালোই যাবে।,Neutral
Noman A,আলহামদুলিল্লাহ আমি অনেক ভালো আশা করি সবসময়ই দারাজ থেকে এরকম ভালো প্রোডাক্ট  পাব আপনারা সবাই নিশ্চিন্তে কিনতে পারেন,Positive
Riya K,আসলে আমি এই প্রথম বার দারাজ থেকে টি শার্ট কিনলাম খুবই ভালো লাগলো দারাজের প্রতি বিশ্বাস স্থাপন দৃঢ় শক্তি পেলো,Positive
abubakkor S.,খুব ভালো আমার পছন্দ হয়েছে আপনারাও নিতে পারেন ধন্যবাদ দারাজ কে,Positive
Nazir K.,আলহামদুলিল্লাহ অনেক ভালো ধন্যবাদ দারাজকে। আপনারা চাইলে নিতে পারেন।,Positive
TaRiKuL I.,ঠিকঠাক  মতো পাইছি এইজন্য ধন্যবাদ‌...কিন্তু কোয়ালিটি এর থেকে ভালো আশা করেছিলাম.,Neutral
Jűbãýěr A.,ভাই পন্যটি একেবারেই অসাধারণ দামের দিক দিয়ে।ধন্যবাদ দারাজ এত সুন্দর টিশার্ট দেওয়ার জন্য,Positive
Faruk,এই প্রাইজে  এর থেকে ভালো কিছু আশা করা যায় না। কাপড়ের  গুণ  খুব বেশি ভালো,Positive
Tawhidul,আমার কাছে ভালো লাগছে মন চাইলে আপনারা ও নিতে পারেন,Positive
Shakil A.,"আলহামদুলিল্লাহ পণ্যটি আমার অনেক পছন্দ হয়েছে, ধন্যবাদ দারজ কে এত কম সময় দেওয়ার জন্য",Positive
Mohoua,"অনেক সুন্দর প্রোডাক্ট পেয়েছি,,,,ধন্যবাদ জানাই সেলার কে,,,,,দামের মধ্যে ঠিক আছে",Positive
Sabbir A.,"সেলারকে ধন্যবাদ, কাপড়, কোয়ালিটি সবকিছুই অনেক ভালো সবাই নিঃসন্দেহে নিতে পারেন",Positive
সাইফুল,"দাম অনুযায়ী অনেক ভালো আছে, নিলে নিতে পারেন, দারাজ এবং সেলারকে অনেক ধন্যবাদ।",Positive
